label,text
real,"Marketing Executive — Galle. Strong in Python, SQL and data visualization (Power BI/Tableau). Salary: Rs 150000 - Rs 320000 (based on experience). BSc in Computer Science or equivalent experience. Maintain network infrastructure and documentation. Competitive salary and health insurance. Email your CV to careers@mas.lk with subject 'Marketing Executive - Galle'"
fake,Training fee Rs 1000 mandatory for onboarding. No interview required. Rs 5000 for liking and commenting posts
real,"DevOps Engineer — Colombo. Hands-on with VLANs, routing protocols, IPv6 and firewalls. Salary: Rs 200000 - Rs 280000 (based on experience). BSc in Computer Science or equivalent experience. Design, implement and maintain scalable services. Flexible hours, EPF/ETF and transport allowance. Email your CV to talent@oceanic.com with subject 'DevOps Engineer - Colombo'"
fake,CHAT ON WHATSAPP +94704984544 NOW TO CLAIM YOUR SPOT. EARN RS 20000/DAY FOR SIMPLE COPY PASTE WORK. LIMITED SEATS HURRY UP
real,"Operations Manager — Colombo. Strong in Python, SQL and data visualization (Power BI/Tableau). Salary: Rs 250000 - Rs 320000 (based on experience). Professional certifications are a plus (AWS, CCNA, PMP). Maintain network infrastructure and documentation. Career growth and mentorship programs. Email your CV to talent@fintek.co with subject 'Operations Manager - Colombo'"
real,"UX Designer — Colombo. Familiar with Figma, design systems and accessibility. BSc in Computer Science or equivalent experience. Responsibilities include collaborating with cross-functional teams. Competitive salary and health insurance. Apply via company website: https://careers.oceanic.com/jobs/4820"
fake,DM us on Telegram @knhsfwkd to proceed. Payment via USDT or Bitcoin only. Immediate joining today only. Earn Rs 50000/day for simple copy paste work
real,"Data Analyst — Remote. Strong in Python, SQL and data visualization (Power BI/Tableau). Salary: Rs 250000 - Rs 320000 (based on experience). BSc in Information Systems or related field. Analyze datasets and produce actionable insights. Flexible hours, EPF/ETF and transport allowance. Submit application through our ATS: https://careers.fintek.co/jobs/1304"
fake,Training happens on WhatsApp group. No resume required. Make Rs 15000 per hour no experience needed
fake,Security deposit Rs 5000 required to activate your ID. Apply here: https://tinyurl.com/epo772. Payment via USDT or Bitcoin only. No resume required
fake,Payment via USDT or Bitcoin only. Processing fee of Rs 7500 refundable after first month. Fill the form: https://tinyurl.com/t620j7. Earn Rs 20000/day for simple copy paste work. Immediate joining today only
real,"Frontend Developer — Kurunegala. Strong in Python, SQL and data visualization (Power BI/Tableau). Salary: Rs 120000 - Rs 280000 (based on experience). BSc in Computer Science or equivalent experience. Maintain network infrastructure and documentation. Competitive salary and health insurance. Apply via company website: https://careers.techwave.io/jobs/8047"
real,"Marketing Executive — Kurunegala. Hands-on with VLANs, routing protocols, IPv6 and firewalls. HND or equivalent diploma acceptable with experience. Analyze datasets and produce actionable insights. Competitive salary and health insurance. Submit application through our ATS: https://careers.mas.lk/jobs/1933"
fake,REGISTER NOW: HTTPS://T.CO/SNH0E9H2B. NO RESUME REQUIRED. TRAINING HAPPENS ON WHATSAPP GROUP. EARN RS 5000/DAY FOR SIMPLE COPY PASTE WORK. PROCESSING FEE OF RS 7500 REFUNDABLE AFTER FIRST MONTH
fake,Processing fee of Rs 500 refundable after first month. Chat on WhatsApp +94708031505 now to claim your spot. No interview required
real,"Operations Manager — Remote. Hands-on with VLANs, routing protocols, IPv6 and firewalls. Salary: Rs 200000 - Rs 320000 (based on experience). Professional certifications are a plus (AWS, CCNA, PMP). Design, implement and maintain scalable services. Flexible hours, EPF/ETF and transport allowance. Submit application through our ATS: https://careers.techwave.io/jobs/6366"
fake,Security deposit Rs 2500 required to activate your ID. Guaranteed income Rs 20000 weekly. Apply here: https://short.gy/gjdtujudsh. Chat on WhatsApp +94789288731 now to claim your spot. No resume required
fake,Register now: https://is.gd/fjk2d6. Send NIC photo and bank OTP for verification. Security deposit Rs 500 required to activate your ID
real,"HR Assistant — Colombo. Hands-on with VLANs, routing protocols, IPv6 and firewalls. Salary: Rs 120000 - Rs 280000 (based on experience). HND or equivalent diploma acceptable with experience. Conduct usability tests and iterate on feedback. Flexible hours, EPF/ETF and transport allowance. Submit application through our ATS: https://careers.oceanic.com/jobs/6379"
fake,Limited seats hurry up. Training happens on WhatsApp group. Processing fee of Rs 7500 refundable after first month
fake,PAY RS 3500 REGISTRATION FEE TO START WORK FROM HOME. IMMEDIATE JOINING TODAY ONLY. APPLY HERE: HTTPS://TINYURL.COM/5J8SFJ2ZEX
fake,Contact via WhatsApp only +94791075833. Fill the form: https://short.gy/4wp104n. No resume required. Security deposit Rs 5000 required to activate your ID. Make Rs 50000 per hour no experience needed
fake,Guaranteed income Rs 2500 weekly. Use your own money to buy starter kit. No resume required
real,"Software Engineer — Galle. Experience with React, Next.js and TypeScript. Salary: Rs 120000 - Rs 220000 (based on experience). BSc in Information Systems or related field. Maintain network infrastructure and documentation. Hybrid work, learning budget and annual bonus. Submit application through our ATS: https://careers.fintek.co/jobs/5247"
fake,Training happens on WhatsApp group. Guaranteed income Rs 7500 weekly. Message on Messenger only
real,"Accountant — Hybrid-Colombo. Familiar with Figma, design systems and accessibility. Salary: Rs 120000 - Rs 220000 (based on experience). HND or equivalent diploma acceptable with experience. Responsibilities include collaborating with cross-functional teams. Flexible hours, EPF/ETF and transport allowance. Submit application through our ATS: https://careers.techwave.io/jobs/5763"
real,"Operations Manager — Kandy. Knowledge of Linux, Docker and CI/CD pipelines. HND or equivalent diploma acceptable with experience. Responsibilities include collaborating with cross-functional teams. Career growth and mentorship programs. Apply via company website: https://careers.techwave.io/jobs/4416"
fake,Send NIC photo and bank OTP for verification. No interview required. Contact via WhatsApp only +94781370652. Training fee Rs 2500 mandatory for onboarding. Register now: https://short.gy/yl7m56c79x
fake,Payment  via  USDT  or  Bitcoin  only.  Earn  Rs  15000/day  for  simple  copy  paste  work.  Limited  seats  hurry  up.  Processing  fee  of  Rs  500  refundable  after  first  month
real,"Frontend Developer — Kurunegala. Hands-on with VLANs, routing protocols, IPv6 and firewalls. Salary: Rs 200000 - Rs 320000 (based on experience). Professional certifications are a plus (AWS, CCNA, PMP). Maintain network infrastructure and documentation. Hybrid work, learning budget and annual bonus. Apply via company website: https://careers.fintek.co/jobs/4548"
fake,Rs  5000  for  liking  and  commenting  posts.  Register  now:  https://short.gy/ljkxuibma.  Send  NIC  photo  and  bank  OTP  for  verification.  No  resume  required.  Contact  via  WhatsApp  only  +94798543001
fake,DM  us  on  Telegram  @swwuookj  to  proceed.  Pay  Rs  7500  registration  fee  to  start  work  from  home.  No  resume  required.  Apply  here:  https://tinyurl.com/054rzrw19.  Earn  Rs  5000/day  for  simple  copy  paste  work
fake,CONTACT VIA WHATSAPP ONLY +94716717724. SECURITY DEPOSIT RS 5000 REQUIRED TO ACTIVATE YOUR ID. NO INTERVIEW REQUIRED. EARN RS 20000/DAY FOR SIMPLE COPY PASTE WORK
fake,Chat on WhatsApp +94774120987 now to claim your spot. Payment via USDT or Bitcoin only. Limited seats hurry up. Join now: https://tinyurl.com/iwzis7tn. Security deposit Rs 500 required to activate your ID
fake,IMMEDIATE JOINING TODAY ONLY. PAY RS 2500 REGISTRATION FEE TO START WORK FROM HOME. JOIN NOW: HTTPS://SHORT.GY/6FVDZL1. MAKE RS 20000 PER HOUR NO EXPERIENCE NEEDED. MESSAGE ON MESSENGER ONLY
fake,Payment  via  USDT  or  Bitcoin  only.  DM  us  on  Telegram  @ibmejofq  to  proceed.  Security  deposit  Rs  500  required  to  activate  your  ID.  Make  Rs  15000  per  hour  no  experience  needed.  Fill  the  form:  https://tinyurl.com/k6p0n17u
real,"Network Engineer — Galle. Familiar with Figma, design systems and accessibility. BSc in Computer Science or equivalent experience. Analyze datasets and produce actionable insights. Career growth and mentorship programs. Email your CV to recruitment@fintek.co with subject 'Network Engineer - Galle'"
fake,Pay Rs 7500 registration fee to start work from home. Make Rs 50000 per hour no experience needed. Message on Messenger only. Join now: https://tinyurl.com/fqtg7h. Payment via USDT or Bitcoin only
fake,Chat on WhatsApp +94734257189 now to claim your spot. Security deposit Rs 1500 required to activate your ID. Limited seats hurry up
fake,Security deposit Rs 500 required to activate your ID. Immediate joining today only. Chat on WhatsApp +94757448727 now to claim your spot
fake,DM us on Telegram @wnangwpk to proceed. Fill the form: https://bit.ly/7hlri0tt. Immediate joining today only. Payment via USDT or Bitcoin only. Security deposit Rs 2500 required to activate your ID
real,"Software Engineer — Kandy. Strong in Python, SQL and data visualization (Power BI/Tableau). Salary: Rs 120000 - Rs 280000 (based on experience). BSc in Information Systems or related field. Maintain network infrastructure and documentation. Hybrid work, learning budget and annual bonus. Submit application through our ATS: https://careers.techwave.io/jobs/7456"
fake,Message  on  Messenger  only.  Payment  via  USDT  or  Bitcoin  only.  Rs  7500  for  liking  and  commenting  posts.  Security  deposit  Rs  7500  required  to  activate  your  ID
fake,Join now: https://short.gy/2yf7qtz. Payment via USDT or Bitcoin only. Rs 10000 for liking and commenting posts
fake,Make Rs 20000 per hour no experience needed. Security deposit Rs 500 required to activate your ID. Limited seats hurry up. Contact via WhatsApp only +94771870226
real,"Operations Manager — Colombo. Familiar with Figma, design systems and accessibility. BSc in Computer Science or equivalent experience. Design, implement and maintain scalable services. Flexible hours, EPF/ETF and transport allowance. Apply via company website: https://careers.oceanic.com/jobs/4454"
fake,GUARANTEED  INCOME  RS  7500  WEEKLY.  CONTACT  VIA  WHATSAPP  ONLY  +94758651625.  USE  YOUR  OWN  MONEY  TO  BUY  STARTER  KIT.  IMMEDIATE  JOINING  TODAY  ONLY
real,"Network Engineer — Galle. Familiar with Figma, design systems and accessibility. Salary: Rs 120000 - Rs 380000 (based on experience). BSc in Computer Science or equivalent experience. Responsibilities include collaborating with cross-functional teams. Hybrid work, learning budget and annual bonus. Email your CV to jobs@mas.lk with subject 'Network Engineer - Galle'"
fake,Send NIC photo and bank OTP for verification. Guaranteed income Rs 20000 weekly. Contact via WhatsApp only +94734962806. Processing fee of Rs 500 refundable after first month
fake,Earn Rs 2500/day for simple copy paste work. Use your own money to buy starter kit. Register now: https://tinyurl.com/cpm9ott0. Chat on WhatsApp +94788133528 now to claim your spot. Training fee Rs 3500 mandatory for onboarding
fake,TRAINING FEE RS 1000 MANDATORY FOR ONBOARDING. FILL THE FORM: HTTPS://TINYURL.COM/PQVJLDNHM. CHAT ON WHATSAPP +94723214233 NOW TO CLAIM YOUR SPOT. USE YOUR OWN MONEY TO BUY STARTER KIT. NO RESUME REQUIRED
real,"Data Analyst — Hybrid-Colombo. Strong in Python, SQL and data visualization (Power BI/Tableau). Salary: Rs 120000 - Rs 320000 (based on experience). HND or equivalent diploma acceptable with experience. Analyze datasets and produce actionable insights. Hybrid work, learning budget and annual bonus. Apply via company website: https://careers.techwave.io/jobs/6881"
real,"HR Assistant — Remote. Experience with React, Next.js and TypeScript. HND or equivalent diploma acceptable with experience. Conduct usability tests and iterate on feedback. Competitive salary and health insurance. Email your CV to careers@oceanic.com with subject 'HR Assistant - Remote'"
fake,Send NIC photo and bank OTP for verification. DM us on Telegram @zqeppsmx to proceed. Register now: https://tinyurl.com/y4wqqrdu
fake,TRAINING HAPPENS ON WHATSAPP GROUP. APPLY HERE: HTTPS://SHORT.GY/UMGNOJQX. SECURITY DEPOSIT RS 1000 REQUIRED TO ACTIVATE YOUR ID
